"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 21 14:18:13 CST 2023","Wed Jun 21 14:18:13 CST 2023","1","","test_api_requests","Test_case","","","test_case_execution[test_case_user_double_speed]",""
"passed","Wed Jun 21 14:18:12 CST 2023","Wed Jun 21 14:18:12 CST 2023","110","","test_api_requests","Test_case","","","test_case_execution[test_case_user_ring]",""
"passed","Wed Jun 21 14:18:12 CST 2023","Wed Jun 21 14:18:12 CST 2023","364","","test_api_requests","Test_case","","","test_case_execution[test_case_user_limbo]",""
"passed","Wed Jun 21 14:18:12 CST 2023","Wed Jun 21 14:18:13 CST 2023","340","","test_api_requests","Test_case","","","test_case_execution[test_case_user_cryptos]",""
"passed","Wed Jun 21 14:18:13 CST 2023","Wed Jun 21 14:18:13 CST 2023","566","","test_api_requests","Test_case","","","test_case_execution[test_case_user_plinko]",""
"passed","Wed Jun 21 14:18:12 CST 2023","Wed Jun 21 14:18:12 CST 2023","94","","test_api_requests","Test_case","","","test_case_execution[test_case_user_dice]",""
"passed","Wed Jun 21 14:18:12 CST 2023","Wed Jun 21 14:18:12 CST 2023","27","","test_api_requests","Test_case","","","test_case_execution[test_case_user_info]",""
"passed","Wed Jun 21 14:18:12 CST 2023","Wed Jun 21 14:18:12 CST 2023","43","","test_api_requests","Test_case","","","test_case_execution[test_case_user_login]",""
